"treatment" "poisson" "fs" "time" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief" "absY"
"amont" "2" "002_fs1" 1 -11.8721075820143 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 11.8721075820143
"amont" "2" "002_fs1" 2 -23.4685006236036 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 23.4685006236036
"amont" "2" "002_fs1" 3 -77.025279207492 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 77.025279207492
"amont" "2" "002_fs1" 4 -105.46239839725 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 105.46239839725
"amont" "2" "002_fs1" 5 -116.565352976225 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 116.565352976225
"amont" "2" "002_fs1" 6 -96.7493859228393 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 96.7493859228393
"amont" "2" "002_fs1" 7 -48.8527001164603 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 48.8527001164603
"amont" "2" "002_fs1" 8 -24.4027138120456 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 24.4027138120456
"amont" "2" "002_fs1" 9 -22.5771116268797 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 22.5771116268797
"amont" "2" "002_fs1" 10 -13.727444383198 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 13.727444383198
"amont" "2" "002_fs1" 11 -6.32231642605677 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 6.32231642605677
"amont" "2" "002_fs2" 1 6.69403869960991 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 6.69403869960991
"amont" "2" "002_fs2" 2 -12.9270483632095 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 12.9270483632095
"amont" "2" "002_fs2" 3 -68.5146703894964 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 68.5146703894964
"amont" "2" "002_fs2" 4 -99.4281364317558 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 99.4281364317558
"amont" "2" "002_fs2" 5 -92.7651975600526 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 92.7651975600526
"amont" "2" "002_fs2" 6 -69.0004368848518 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 69.0004368848518
"amont" "2" "002_fs2" 7 -4.03969326714605 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 4.03969326714605
"amont" "2" "002_fs2" 8 23.5210317355156 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 23.5210317355156
"amont" "2" "002_fs2" 9 55.8487807367873 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 55.8487807367873
"amont" "2" "002_fs2" 10 75.9478378894044 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 75.9478378894044
"amont" "2" "002_fs2" 11 86.345607623551 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 86.345607623551
"amont" "2" "002_fs2" 12 93.4258956770845 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 93.4258956770845
"amont" "2" "002_fs2" 13 96.2221776865528 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 96.2221776865528
"amont" "2" "002_fs2" 14 90.404630196583 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 90.404630196583
"amont" "3" "003_fs1" 1 10.435756408161 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 10.435756408161
"amont" "3" "003_fs1" 2 -17.2213028623788 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 17.2213028623788
"amont" "3" "003_fs1" 3 -107.126962443378 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 107.126962443378
"amont" "3" "003_fs1" 4 -122.485996398146 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 122.485996398146
"amont" "3" "003_fs1" 5 -29.5694865573328 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 29.5694865573328
"amont" "3" "003_fs1" 6 46.5418029344313 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 46.5418029344313
"amont" "3" "003_fs1" 7 44.1322921528173 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 44.1322921528173
"amont" "3" "003_fs1" 8 -14.0500198885713 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 14.0500198885713
"amont" "3" "003_fs1" 9 2.17155907555139 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 2.17155907555139
"amont" "3" "003_fs1" 10 44.0316387881156 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 44.0316387881156
"amont" "3" "003_fs1" 11 25.040431653199 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 25.040431653199
"amont" "3" "003_fs1" 12 -1.03919405815745 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 1.03919405815745
"amont" "3" "003_fs2" 1 -12.9100333554146 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 12.9100333554146
"amont" "3" "003_fs2" 2 -31.8152757614204 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 31.8152757614204
"amont" "3" "003_fs2" 3 -91.1674414392216 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 91.1674414392216
"amont" "3" "003_fs2" 4 -113.098933724531 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 113.098933724531
"amont" "3" "003_fs2" 5 -76.891691401351 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 76.891691401351
"amont" "3" "003_fs2" 6 -26.8889470101954 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 26.8889470101954
"amont" "3" "003_fs2" 7 24.8333714325533 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 24.8333714325533
"amont" "3" "003_fs2" 8 34.3278923175524 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 34.3278923175524
"amont" "3" "003_fs2" 9 17.8669782987832 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 17.8669782987832
"amont" "4" "004_fs1" 1 5.07137362513217 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 5.07137362513217
"amont" "4" "004_fs1" 2 4.50810457489627 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 4.50810457489627
"amont" "4" "004_fs1" 3 53.9897232078099 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 53.9897232078099
"amont" "4" "004_fs1" 4 101.763653667637 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 101.763653667637
"amont" "4" "004_fs1" 5 77.799653184181 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 77.799653184181
"amont" "4" "004_fs1" 6 -30.5297108298441 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 30.5297108298441
"amont" "4" "004_fs1" 7 -73.7053908882509 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 73.7053908882509
"amont" "4" "004_fs1" 8 -87.5542910689743 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 87.5542910689743
"amont" "4" "004_fs1" 9 -100.972261416759 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 100.972261416759
"amont" "4" "004_fs1" 10 -108.937342261884 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 108.937342261884
"amont" "4" "004_fs1" 11 -107.197281080501 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 107.197281080501
"amont" "4" "004_fs1" 12 -106.674583640342 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 106.674583640342
"amont" "4" "004_fs1" 13 -105.489609496554 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 105.489609496554
"amont" "4" "004_fs1" 14 -91.8998743989214 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 91.8998743989214
"amont" "4" "004_fs1" 15 -75.5620863227522 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 75.5620863227522
"amont" "4" "004_fs1" 16 -50.3519267889805 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 50.3519267889805
"amont" "4" "004_fs1" 17 -26.8657461343552 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 26.8657461343552
"amont" "4" "004_fs2" 1 -15.8460169196134 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 15.8460169196134
"amont" "4" "004_fs2" 2 -4.60344291851726 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 4.60344291851726
"amont" "4" "004_fs2" 3 63.180425663056 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 63.180425663056
"amont" "4" "004_fs2" 4 65.8083246734714 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 65.8083246734714
"amont" "4" "004_fs2" 5 -16.9621892828326 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 16.9621892828326
"amont" "4" "004_fs2" 6 -60.9811785886598 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 60.9811785886598
"amont" "4" "004_fs2" 7 -48.577822832833 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 48.577822832833
"amont" "4" "004_fs2" 8 -5.86527837989706 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 5.86527837989706
"amont" "4" "004_fs2" 9 -45.0645180168904 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 45.0645180168904
"amont" "4" "004_fs2" 10 -73.316171956521 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 73.316171956521
"amont" "5" "005_fs1" 1 6.63477723037229 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 6.63477723037229
"amont" "5" "005_fs1" 2 13.6290428141649 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 13.6290428141649
"amont" "5" "005_fs1" 3 71.3874899576297 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 71.3874899576297
"amont" "5" "005_fs1" 4 95.2938119362911 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 95.2938119362911
"amont" "5" "005_fs1" 5 75.8646598900215 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 75.8646598900215
"amont" "5" "005_fs1" 6 33.8115179857692 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 33.8115179857692
"amont" "5" "005_fs1" 7 -4.54286415201676 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 4.54286415201676
"amont" "5" "005_fs1" 8 -22.3698586059511 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 22.3698586059511
"amont" "5" "005_fs1" 9 -44.8568462298447 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 44.8568462298447
"amont" "5" "005_fs1" 10 -50.4158479664341 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 50.4158479664341
"amont" "5" "005_fs1" 11 -51.4889692964607 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 51.4889692964607
"amont" "5" "005_fs1" 12 -50.9600821270691 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 50.9600821270691
"amont" "5" "005_fs1" 13 -51.3539069965344 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 51.3539069965344
"amont" "5" "005_fs1" 14 -50.4699243797668 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 50.4699243797668
"amont" "5" "005_fs1" 15 -50.6315321974839 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 50.6315321974839
"amont" "5" "005_fs2" 1 5.33394708723776 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 5.33394708723776
"amont" "5" "005_fs2" 2 -13.0295441179914 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 13.0295441179914
"amont" "5" "005_fs2" 3 -76.0372311344497 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 76.0372311344497
"amont" "5" "005_fs2" 4 -94.0682214354936 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 94.0682214354936
"amont" "5" "005_fs2" 5 -53.6088736615122 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 53.6088736615122
"amont" "5" "005_fs2" 6 4.29563895631657 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 4.29563895631657
"amont" "5" "005_fs2" 7 45.2433249023067 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 45.2433249023067
"amont" "5" "005_fs2" 8 66.872849812107 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 66.872849812107
"amont" "5" "005_fs2" 9 76.3914594282744 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 76.3914594282744
"amont" "5" "005_fs2" 10 81.156629231896 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 81.156629231896
"amont" "5" "005_fs2" 11 83.5661024855328 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 83.5661024855328
"amont" "5" "005_fs2" 12 76.9322372337672 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 76.9322372337672
"amont" "7" "007_fs1" 1 -4.48266046121319 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 4.48266046121319
"amont" "7" "007_fs1" 2 -51.7526795867965 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 51.7526795867965
"amont" "7" "007_fs1" 3 -111.312814820647 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 111.312814820647
"amont" "7" "007_fs1" 4 -124.052364980649 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 124.052364980649
"amont" "7" "007_fs1" 5 -65.2426507311396 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 65.2426507311396
"amont" "7" "007_fs1" 6 -22.3647385899423 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 22.3647385899423
"amont" "7" "007_fs1" 7 26.7325949633877 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 26.7325949633877
"amont" "7" "007_fs1" 8 23.0056046251921 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 23.0056046251921
"amont" "7" "007_fs2" 1 -4.63105625763379 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 4.63105625763379
"amont" "7" "007_fs2" 2 -15.8486482062609 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 15.8486482062609
"amont" "7" "007_fs2" 3 -63.3964446642488 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 63.3964446642488
"amont" "7" "007_fs2" 4 -52.5705137811784 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 52.5705137811784
"amont" "7" "007_fs2" 5 4.10206901191651 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 4.10206901191651
"amont" "7" "007_fs2" 6 53.0273355172267 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 53.0273355172267
"amont" "7" "007_fs2" 7 29.150302389472 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 29.150302389472
"amont" "7" "007_fs2" 8 8.96378290729993 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 8.96378290729993
"amont" "7" "007_fs2" 9 9.91485940812581 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 9.91485940812581
"amont" "8" "008_fs1" 1 -14.7141968946428 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 14.7141968946428
"amont" "8" "008_fs1" 2 -4.23801022110064 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 4.23801022110064
"amont" "8" "008_fs1" 3 56.3579219715068 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 56.3579219715068
"amont" "8" "008_fs1" 4 82.708269008534 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 82.708269008534
"amont" "8" "008_fs1" 5 36.7009362005052 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 36.7009362005052
"amont" "8" "008_fs1" 6 -17.8196964921656 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 17.8196964921656
"amont" "8" "008_fs1" 7 -36.2238568718782 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 36.2238568718782
"amont" "8" "008_fs1" 8 -31.2349594080849 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 31.2349594080849
"amont" "8" "008_fs1" 9 -34.9169979585915 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 34.9169979585915
"amont" "8" "008_fs1" 10 -41.1340883102571 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 41.1340883102571
"amont" "8" "008_fs1" 11 -39.6135935108871 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 39.6135935108871
"amont" "8" "008_fs1" 12 -40.1473270151486 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 40.1473270151486
"amont" "8" "008_fs2" 1 19.9826551630031 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 19.9826551630031
"amont" "8" "008_fs2" 2 -0.759697235587225 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 0.759697235587225
"amont" "8" "008_fs2" 3 -62.7020458073991 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 62.7020458073991
"amont" "8" "008_fs2" 4 -74.2154208781639 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 74.2154208781639
"amont" "8" "008_fs2" 5 -15.1233953718169 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 15.1233953718169
"amont" "8" "008_fs2" 6 42.0491404276684 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 42.0491404276684
"amont" "8" "008_fs2" 7 48.720729564354 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 48.720729564354
"amont" "8" "008_fs2" 8 34.9766253309102 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 34.9766253309102
"amont" "8" "008_fs3" 1 1.0396362086739 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 1.0396362086739
"amont" "8" "008_fs3" 2 -7.85427853235277 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 7.85427853235277
"amont" "8" "008_fs3" 3 -78.6228749072105 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 78.6228749072105
"amont" "8" "008_fs3" 4 -123.130244831246 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 123.130244831246
"amont" "8" "008_fs3" 5 -111.435913096658 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 111.435913096658
"amont" "8" "008_fs3" 6 -59.8156227118816 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 59.8156227118816
"amont" "8" "008_fs3" 7 2.67906482868955 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 2.67906482868955
"amont" "8" "008_fs3" 8 48.3449047848361 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 48.3449047848361
"amont" "8" "008_fs3" 9 45.3303406503067 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 45.3303406503067
"amont" "8" "008_fs3" 10 0.590080068138434 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 0.590080068138434
"aval" "11" "011_fs1" 1 -0.828812213896754 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 0.828812213896754
"aval" "11" "011_fs1" 2 -56.3772865993992 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 56.3772865993992
"aval" "11" "011_fs1" 3 -118.798856261754 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 118.798856261754
"aval" "11" "011_fs1" 4 -45.35090345102 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 45.35090345102
"aval" "11" "011_fs1" 5 8.94166981954567 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 8.94166981954567
"aval" "11" "011_fs1" 6 32.4232560648912 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 32.4232560648912
"aval" "11" "011_fs1" 7 44.9277050995705 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 44.9277050995705
"aval" "11" "011_fs1" 8 44.1845813235936 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 44.1845813235936
"aval" "11" "011_fs1" 9 19.9207045269279 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 19.9207045269279
"aval" "11" "011_fs2" 1 -9.04867718942398 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 9.04867718942398
"aval" "11" "011_fs2" 2 -59.9362449035947 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 59.9362449035947
"aval" "11" "011_fs2" 3 -37.8252184906028 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 37.8252184906028
"aval" "11" "011_fs2" 4 32.0072413291927 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 32.0072413291927
"aval" "11" "011_fs2" 5 59.6585929757961 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 59.6585929757961
"aval" "11" "011_fs2" 6 60.5962976087961 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 60.5962976087961
"aval" "11" "011_fs2" 7 50.0200119271373 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 50.0200119271373
"aval" "11" "011_fs2" 8 23.1343080565176 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 23.1343080565176
"aval" "11" "011_fs2" 9 7.0254670366192 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 7.0254670366192
"aval" "11" "011_fs3" 1 26.181042166593 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 26.181042166593
"aval" "11" "011_fs3" 2 -59.3764632912595 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 59.3764632912595
"aval" "11" "011_fs3" 3 -47.101620837518 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 47.101620837518
"aval" "11" "011_fs3" 4 -4.93532852414305 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 4.93532852414305
"aval" "11" "011_fs3" 5 42.1954593306367 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 42.1954593306367
"aval" "11" "011_fs3" 6 49.7723786255536 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 49.7723786255536
"aval" "11" "011_fs3" 7 54.8821419841175 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 54.8821419841175
"aval" "11" "011_fs3" 8 49.6977092325891 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 49.6977092325891
"aval" "11" "011_fs3" 9 39.3128670046092 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 39.3128670046092
